AERODYN       v15.00.*      BLADE DEFINITION INPUT FILE
Turbine HelicalWake, Generated by script Main_CreateFAST_TowerBlade.py V112-3.075MW  
--- Blade Properties ---
51            NumBlNds      Number of blade nodes used in the analysis (-)
BlSpn           BlCrvAC         BlSwpAC         BlCrvAng        BlTwist         BlChord         BlAFID         
(m)             (m)             (m)             (deg)           (deg)           (m)             (-)            
              0	              0	              0	              0	             90	              1	              1
              2	              0	              0	              0	 8.31570000e+01	              1	              1
              4	              0	              0	              0	 7.65040000e+01	              1	              1
              6	              0	              0	              0	 7.02010000e+01	              1	              1
              8	              0	              0	              0	 6.43590000e+01	              1	              1
             10	              0	              0	              0	 5.90360000e+01	              1	              1
             12	              0	              0	              0	 5.42460000e+01	              1	              1
             14	              0	              0	              0	 4.99700000e+01	              1	              1
             16	              0	              0	              0	 4.61690000e+01	              1	              1
             18	              0	              0	              0	 4.27970000e+01	              1	              1
             20	              0	              0	              0	 3.98060000e+01	              1	              1
             22	              0	              0	              0	 3.71470000e+01	              1	              1
             24	              0	              0	              0	 3.47780000e+01	              1	              1
             26	              0	              0	              0	 3.26610000e+01	              1	              1
             28	              0	              0	              0	 3.07630000e+01	              1	              1
             30	              0	              0	              0	 2.90550000e+01	              1	              1
             32	              0	              0	              0	 2.75120000e+01	              1	              1
             34	              0	              0	              0	 2.61140000e+01	              1	              1
             36	              0	              0	              0	 2.48420000e+01	              1	              1
             38	              0	              0	              0	 2.36820000e+01	              1	              1
             40	              0	              0	              0	 2.26200000e+01	              1	              1
             42	              0	              0	              0	 2.16440000e+01	              1	              1
             44	              0	              0	              0	 2.07460000e+01	              1	              1
             46	              0	              0	              0	 1.99160000e+01	              1	              1
             48	              0	              0	              0	 1.91480000e+01	              1	              1
             50	              0	              0	              0	 1.84350000e+01	              1	              1
             52	              0	              0	              0	 1.77710000e+01	              1	              1
             54	              0	              0	              0	 1.71520000e+01	              1	              1
             56	              0	              0	              0	 1.65740000e+01	              1	              1
             58	              0	              0	              0	 1.60320000e+01	              1	              1
             60	              0	              0	              0	 1.55240000e+01	              1	              1
             62	              0	              0	              0	 1.50460000e+01	              1	              1
             64	              0	              0	              0	 1.45970000e+01	              1	              1
             66	              0	              0	              0	 1.41720000e+01	              1	              1
             68	              0	              0	              0	 1.37720000e+01	              1	              1
             70	              0	              0	              0	 1.33920000e+01	              1	              1
             72	              0	              0	              0	 1.30330000e+01	              1	              1
             74	              0	              0	              0	 1.26930000e+01	              1	              1
             76	              0	              0	              0	 1.23690000e+01	              1	              1
             78	              0	              0	              0	 1.20610000e+01	              1	              1
             80	              0	              0	              0	 1.17680000e+01	              1	              1
             82	              0	              0	              0	 1.14890000e+01	              1	              1
             84	              0	              0	              0	 1.12220000e+01	              1	              1
             86	              0	              0	              0	 1.09680000e+01	              1	              1
             88	              0	              0	              0	 1.07240000e+01	              1	              1
             90	              0	              0	              0	 1.04910000e+01	              1	              1
             92	              0	              0	              0	 1.02680000e+01	              1	              1
             94	              0	              0	              0	 1.00540000e+01	              1	              1
             96	              0	              0	              0	 9.84900000e+00	              1	              1
             98	              0	              0	              0	 9.65200000e+00	              1	              1
            100	              0	              0	              0	 9.46200000e+00	              1	              1
